1.327610,-0.287181
-0.803573,0.369683
0.474485,-0.603217
-0.440094,-0.519757
-0.545113,1.530775
0.346049,-0.965924
0.815570,0.005177
1.357068,2.077681
2.011487,0.620068
3.549602,1.424439
-0.109400,0.755729
-0.266639,1.746279
0.663936,-0.921796
0.552898,0.572068
1.113018,-0.051288
0.112675,-0.466600
0.163487,-0.383443
3.240074,-1.124415
-2.474405,-1.144239
0.574298,1.055328
0.427902,-0.452932
-0.223763,-1.706664
2.683491,-0.587109
1.618936,2.126120
3.072871,-0.094848
2.131412,0.909130
-1.068632,0.751721
1.178350,-0.240470
-1.646908,2.263545
-0.773693,2.025276
1.256671,1.567811
0.856837,2.183373
1.410049,-0.107056
0.386704,-0.864375
0.398833,1.350555
0.298094,-1.005486
1.688874,-0.628637
-0.490444,-0.944177
0.275417,0.186367
-0.781713,0.883958
-0.055793,1.488175
1.567065,1.305869
1.141190,-1.540011
-0.444864,-1.456246
-0.637689,1.869189
0.438565,0.499029
0.055963,-1.476323
1.438377,1.943686
1.398053,1.131628
1.975432,0.881617
-0.018035,1.911696
0.291056,-0.233313
-0.481309,-0.511880
0.207542,1.814117
3.519838,-0.731522
0.544677,1.558944
0.329832,-1.429905
-1.371814,0.339257
-0.304477,-0.134603
1.120512,-0.497945
0.485743,2.022828
1.062956,0.083802
-0.336433,-0.868075
-0.074795,-1.235763
-0.120325,0.555174
-0.321244,0.127382
-0.932960,0.494152
1.060208,0.303013
-0.477464,0.192447
3.978516,-1.081574
-1.818381,2.170243
0.550972,0.219500
0.122800,-0.168007
-2.000968,1.694506
-0.287538,0.305569
2.334270,0.152788
0.713588,0.257614
1.341279,1.242856
0.357365,-0.232782
0.701064,2.499022
3.103715,-0.181066
1.124267,-0.930920
-0.615819,0.635041
1.903516,0.485976
0.620752,0.478954
-2.043344,0.811042
-0.138584,2.288932
1.478445,-0.431165
-0.082115,-0.048724
-0.437355,-1.746074
-0.796894,0.756161
0.104017,-0.407506
1.218944,0.711448
-1.927101,-0.001788
3.209764,0.069986
1.780831,-1.581089
1.995960,0.991517
-0.254896,2.146047
-0.777210,3.825559
1.585029,-0.856572
0.507813,4.296180
1.164653,1.818231
0.360721,-1.038776
1.818926,-0.380194
0.040298,1.665807
0.232485,-1.244169
0.689090,0.535417
1.854850,-0.421389
-0.854046,-0.600085
-1.200821,-0.074425
-0.735985,0.646923
0.720578,0.316091
1.220434,0.830310
2.867979,0.362359
2.110092,0.567358
-0.992752,1.929047
3.636785,-0.169724
-0.240009,0.682024
-0.452732,-0.809918
0.980142,0.971576
2.248614,-0.730794
2.144723,-0.603543
2.705698,-1.133641
-0.447550,2.869644
-0.289695,0.399465
0.831486,1.641097
0.375224,-0.445006
-1.521976,-0.994849
0.529783,1.993812
2.125628,-1.528625
0.273756,-0.462404
1.143370,0.747504
2.563230,-0.060084
-0.818574,0.348032
1.192444,1.425901
1.526327,-1.890447
1.346380,0.189381
-0.723258,1.404335
-1.791952,-0.008565
2.102780,-1.038134
0.874839,0.183312
1.955595,0.115658
0.934099,1.354415
1.127513,-0.729488
-0.730741,-0.022371
0.644471,-0.482404
-1.291096,0.727021
0.891212,-0.261818
0.876176,0.641944
-0.271194,0.708708
3.047436,-1.394482
1.372322,-0.972861
1.045374,-1.246454
0.285469,-0.006542
0.713844,0.344875
0.350340,0.980864
-0.460749,1.508523
3.244637,1.521329
0.159214,-0.121523
-0.195072,0.386017
0.650733,0.326971
-1.117261,-0.032940
1.925657,1.037948
1.508618,-0.222892
0.743292,-0.161617
1.883100,0.787365
1.459324,-0.681400
0.823187,0.501071
0.366237,1.682106
0.829527,-0.813167
0.882178,-0.570812
-2.184432,-1.037992
2.261437,0.139193
0.861176,0.151009
0.355318,-0.564506
1.010646,0.102280
-1.705297,-0.104856
0.622391,1.660713
1.227726,-0.637079
-1.073019,0.629904
-0.609453,-0.127495
1.815920,2.863221
2.591708,3.015517
1.631783,-1.204607
-0.442148,1.780885
1.977780,1.798086
-0.178838,0.511079
1.236630,0.146960
2.025453,0.493709
-0.241179,-0.695969
0.840959,-0.032064
1.533834,-1.121194
-0.378747,-0.485307
0.625951,0.901179
2.869644,0.225991
2.216679,-0.708463
-0.122826,1.989814
-0.426946,1.673184
1.718114,-0.526814
1.300927,0.324627
